Image_name,Pore_status,x_coordinate,y_coordinate
230127_Nup96_1,PI,336.7034320219955,156.98890569578714
230127_Nup96_1,NPC,614.6853389569303,164.96355706362888
230127_Nup96_1,NPC,289.30912329966435,166.44492778280775
230127_Nup96_1,NPC,800.2637414159069,167.0666608137679
230127_Nup96_1,NPC,214.33735656559588,168.9771192672817
230127_Nup96_1,NPC,672.9700936067325,168.96670146135662
230127_Nup96_1,NPC,890.6013079643257,168.84119479427383
230127_Nup96_1,NPC,396.8823498104479,170.1761184521251
230127_Nup96_1,NPC,863.8460409065357,168.9618182091053
230127_Nup96_1,NPC,729.09094799625,171.64126274516968
230127_Nup96_1,NPC,655.6715921680369,171.9501292837383
230127_Nup96_1,NPC,897.6671843231483,173.32187196991202
230127_Nup96_1,NPC,757.4230105353992,173.00291115670274
230127_Nup96_1,NPC,349.81571674500145,176.37964654190026
230127_Nup96_1,NPC,367.5706391730382,179.07488663914907
230127_Nup96_1,NPC,697.792297594308,179.5357897982939
230127_Nup96_1,NPC,784.1260879099776,183.34345314746847
230127_Nup96_1,NPC,917.9193921470992,183.23323991433094
230127_Nup96_1,NPC,920.5209703658778,183.73712940491478
230127_Nup96_1,NPC,985.5990132880245,187.10125424561753
230127_Nup96_1,NPC,414.5193175156978,187.97313070736595
230127_Nup96_1,NPC,996.5784603508669,187.78033585838378
230127_Nup96_1,NPC,169.1668726902449,193.82758140534355
230127_Nup96_1,NPC,621.669997847974,193.74144312642673
230127_Nup96_1,NPC,1013.6575692753783,194.1602395414388
230127_Nup96_1,NPC,436.96240721944804,197.97709706578576
230127_Nup96_1,NPC,600.1124827146463,197.8691099776103
230127_Nup96_1,NPC,844.5699235493781,199.21041673434874
230127_Nup96_1,NPC,311.5323412824949,200.96410434871635
230127_Nup96_1,NPC,646.2786238096062,205.01199739692794
230127_Nup96_1,NPC,708.4551294335181,206.78914410716934
230127_Nup96_1,NPC,959.5814437917351,208.1026430919391
230127_Nup96_1,NPC,998.2242140032128,208.060369673889
230127_Nup96_1,NPC,735.1515982067654,208.32071186040397
230127_Nup96_1,NPC,900.8008058392589,208.9562554488768
230127_Nup96_1,NPC,812.9683049719711,209.29868150093063
230127_Nup96_1,NPC,880.0017119789859,209.91663254350348
230127_Nup96_1,NPC,682.0404736528839,211.95557363626037
230127_Nup96_1,NPC,575.5347875811206,213.28915626178986
230127_Nup96_1,NPC,1017.2102778650969,213.33184130139983
230127_Nup96_1,NPC,159.92077058556217,216.3167990924002
230127_Nup96_1,NPC,751.2430745664997,215.68705875951562
230127_Nup96_1,NPC,921.8719200161371,219.53238024347945
230127_Nup96_1,PI,595.8381402701779,220.08427673449384
230127_Nup96_1,NPC,658.9635729654267,220.20625784685242
230127_Nup96_1,NPC,1012.9828080242863,219.1032321878341
230127_Nup96_1,NPC,619.9706351938404,223.35983418598278
230127_Nup96_1,NPC,134.4688911066491,223.8402373918623
230127_Nup96_1,NPC,369.4855087591787,223.93856522150264
230127_Nup96_1,NPC,208.7089815667445,224.9037216203802
230127_Nup96_1,NPC,342.8082466638632,224.35414585238635
230127_Nup96_1,NPC,931.7980219314779,224.8934353971102
230127_Nup96_1,NPC,157.361689496607,224.59489270395454
230127_Nup96_1,NPC,304.28380714642867,228.56939428716683
230127_Nup96_1,NPC,814.8349209257188,227.76633158989168
230127_Nup96_1,NPC,909.1662915175683,227.5134444743367
230127_Nup96_1,NPC,955.1956393609021,230.05958553998596
230127_Nup96_1,NPC,832.7811826708743,230.91487279472642
230127_Nup96_1,NPC,222.8774078321652,232.65803624907085
230127_Nup96_1,NPC,765.7585924963538,233.5344589432664
230127_Nup96_1,NPC,328.27482977391963,236.48436429463084
230127_Nup96_1,NPC,630.8889125917467,236.09537255715196
230127_Nup96_1,NPC,307.130861787506,237.14631605450555
230127_Nup96_1,PI,428.4879659813498,240.6057053446772
230127_Nup96_1,NPC,804.225179008892,239.4220338932363
230127_Nup96_1,NPC,1060.0656081672275,240.8095556326907
230127_Nup96_1,NPC,455.087643482005,242.0502189533768
230127_Nup96_1,NPC,546.3139066757225,242.32859416158269
230127_Nup96_1,NPC,964.1712599267115,240.65971927317605
230127_Nup96_1,NPC,955.2011423959134,244.06406078112227
230127_Nup96_1,NPC,183.64751744176982,246.1922081383136
230127_Nup96_1,NPC,717.1635956417848,248.05650469935517
230127_Nup96_1,NPC,859.2123525746621,248.25849679000407
230127_Nup96_1,NPC,160.88673206309247,249.92431182060315
230127_Nup96_1,NPC,1045.2164361752632,247.7956462932064
230127_Nup96_1,NPC,362.58133487573684,249.33870437628343
230127_Nup96_1,NPC,649.4160980175226,250.32965370344854
230127_Nup96_1,NPC,842.0132452249832,252.67462291443374
230127_Nup96_1,NPC,941.5092222783334,253.4673588093227
230127_Nup96_1,NPC,485.8847475228588,254.63114286943429
230127_Nup96_1,NPC,702.1508484301394,261.5665167476269
230127_Nup96_1,NPC,538.6038551784573,263.22765120605527
230127_Nup96_1,NPC,714.1285380526739,262.81717592420665
230127_Nup96_1,NPC,528.0390270100298,264.88382552579975
230127_Nup96_1,NPC,835.4674844364137,266.5053419302601
230127_Nup96_1,NPC,892.6259861979579,267.5150533603879
230127_Nup96_1,PI,1090.7697808300686,269.5971014640435
230127_Nup96_1,NPC,215.43992674964602,270.05691210845504
230127_Nup96_1,NPC,137.73487699714877,270.41687259488657
230127_Nup96_1,NPC,183.92613930787533,272.36766415988563
230127_Nup96_1,NPC,342.9452004827595,274.0719225561879
230127_Nup96_1,NPC,646.0999528377978,274.5867849175084
230127_Nup96_1,NPC,885.238658936872,273.2215514788956
230127_Nup96_1,NPC,1044.9896325970142,274.882759606457
230127_Nup96_1,NPC,772.3524051802714,278.1602774017466
230127_Nup96_1,NPC,942.874709398267,278.88782583070645
230127_Nup96_1,NPC,97.46279394064898,279.27196450277484
230127_Nup96_1,NPC,378.78771691431723,280.44856561726124
230127_Nup96_1,NPC,276.86072386589615,280.2963052654551
230127_Nup96_1,NPC,590.8202824775839,281.992123172495
230127_Nup96_1,NPC,737.3096614185306,282.51417590609367
230127_Nup96_1,NPC,966.9818462745284,283.0518334162972
230127_Nup96_1,NPC,823.4810147745529,283.34964600247287
230127_Nup96_1,NPC,639.7320046239297,283.5705154498569
230127_Nup96_1,NPC,513.0100055029208,284.4350993499475
230127_Nup96_1,NPC,213.04365993333656,286.58774844553176
230127_Nup96_1,NPC,170.48934219852552,287.2763542937421
230127_Nup96_1,NPC,905.01867695525,287.655221857784
230127_Nup96_1,NPC,113.40288105445647,287.81485608084097
230127_Nup96_1,NPC,459.8863771014692,287.82652338599627
230127_Nup96_1,NPC,342.71134889820354,288.8632760713142
230127_Nup96_1,NPC,400.6960418135324,288.9271281753532
230127_Nup96_1,NPC,889.7276591167625,289.10742948213
230127_Nup96_1,NPC,481.89170247312916,289.11087140161175
230127_Nup96_1,NPC,1057.6548745140108,289.9100304789647
230127_Nup96_1,NPC,260.44307376453844,292.4975511442299
230127_Nup96_1,NPC,1082.7606261707697,290.96803136497385
230127_Nup96_1,NPC,755.1923740490976,294.3167779605412
230127_Nup96_1,NPC,606.08325430472,296.01787276136974
230127_Nup96_1,NPC,824.1943569082167,296.4981955063541
230127_Nup96_1,NPC,913.4808218355826,295.6730996902544
230127_Nup96_1,NPC,138.6678930012273,298.4291910365997
230127_Nup96_1,NPC,637.6430754258572,297.1664965774985
230127_Nup96_1,NPC,1008.4784549195795,297.7677769398187
230127_Nup96_1,NPC,956.4576645509181,299.9244584557451
230127_Nup96_1,NPC,421.6533930160548,299.6800304281997
230127_Nup96_1,NPC,1021.1852063403559,299.7724542508347
230127_Nup96_1,NPC,571.9257478054002,303.1601469056718
230127_Nup96_1,NPC,299.112915465294,304.4668215036863
230127_Nup96_1,NPC,398.85382482039086,305.17409789679357
230127_Nup96_1,NPC,1114.438757003366,305.728215243515
230127_Nup96_1,NPC,604.2830351688492,307.4448904388942
230127_Nup96_1,NPC,231.40490375373233,310.8359975487401
230127_Nup96_1,NPC,354.1874017281351,309.0697886514413
230127_Nup96_1,NPC,121.1607249446613,310.8265115352527
230127_Nup96_1,NPC,788.0415092793992,311.1540574859254
230127_Nup96_1,NPC,380.7723944954065,313.5435513867968
230127_Nup96_1,NPC,638.8379880250161,313.5527661400663
230127_Nup96_1,NPC,798.1590644299888,312.7472456724566
230127_Nup96_1,NPC,79.39467592786671,315.9546677103521
230127_Nup96_1,NPC,132.30430485554717,318.6747218435794
230127_Nup96_1,NPC,193.25376874085936,319.63983893757904
230127_Nup96_1,NPC,1115.167359084844,320.7432576184169
230127_Nup96_1,NPC,76.89587837393988,321.79113721379605
230127_Nup96_1,NPC,565.1984131151888,322.6074577562307
230127_Nup96_1,NPC,660.0563343639857,322.85974500159455
230127_Nup96_1,NPC,281.63761356643045,323.6934676861993
230127_Nup96_1,NPC,428.1579682078122,323.65857037589234
230127_Nup96_1,NPC,602.7582553670434,324.48123223566193
230127_Nup96_1,NPC,1013.8782233562246,324.8428714611913
230127_Nup96_1,NPC,1045.5598573000152,324.28138086373224
230127_Nup96_1,NPC,679.2853604655013,325.06598684719614
230127_Nup96_1,NPC,178.09081812089943,327.8976614541522
230127_Nup96_1,NPC,893.1741565669245,327.67610148502797
230127_Nup96_1,NPC,50.248335290975184,329.1348495769801
230127_Nup96_1,NPC,977.1099308243334,328.8157296554479
230127_Nup96_1,NPC,741.755923409833,331.94559636099416
230127_Nup96_1,NPC,728.9705214075273,332.86194063236235
230127_Nup96_1,NPC,1078.839518574437,333.47157629057125
230127_Nup96_1,NPC,91.69954833242251,336.3895678732437
230127_Nup96_1,NPC,394.2696344912156,337.0910859369917
230127_Nup96_1,NPC,353.17160016944956,341.3203547459728
230127_Nup96_1,NPC,133.0119689973037,342.17435415597294
230127_Nup96_1,NPC,241.0936739725229,342.6874935232171
230127_Nup96_1,NPC,652.2912369783687,344.91848471170266
230127_Nup96_1,NPC,1138.0959626463853,348.55284467602587
230127_Nup96_1,NPC,773.5347084556192,350.2150638405762
230127_Nup96_1,NPC,926.2731190613508,350.27244882139144
230127_Nup96_1,NPC,876.3511566053846,354.73084406404155
230127_Nup96_1,PI,953.4879608774162,344.19700500242055
230127_Nup96_1,NPC,1127.8423051219995,353.5791374479356
230127_Nup96_1,NPC,349.63171895223934,354.910681590804
230127_Nup96_1,NPC,1169.3562728833608,359.1619737125135
230127_Nup96_1,NPC,718.3558211974389,359.67783806014876
230127_Nup96_1,NPC,621.3583092393906,360.6954700758593
230127_Nup96_1,NPC,92.03338919377404,361.707076995295
230127_Nup96_1,NPC,755.4676856547512,361.4102072632892
230127_Nup96_1,NPC,991.7554833670927,364.2256194544877
230127_Nup96_1,NPC,313.29171110928195,366.00937601758847
230127_Nup96_1,NPC,879.6002206280798,365.2220594832199
230127_Nup96_1,NPC,866.8020639724882,366.91964177039034
230127_Nup96_1,NPC,234.34716128791283,368.3341657188932
230127_Nup96_1,NPC,41.54311258608808,368.8628132642048
230127_Nup96_1,NPC,328.6861251031549,369.11299609319025
230127_Nup96_1,NPC,377.5917321187091,368.4218002494368
230127_Nup96_1,NPC,207.59085413379984,370.7036577511569
230127_Nup96_1,NPC,779.8287181074794,370.39556701700633
230127_Nup96_1,NPC,812.9910951156901,370.2317970575765
230127_Nup96_1,NPC,1025.146637218323,370.47827435746865
230127_Nup96_1,NPC,66.53425796203001,371.97968423545274
230127_Nup96_1,NPC,893.5296220792394,372.9297715082643
230127_Nup96_1,NPC,1135.2908000414725,372.4554350952484
230127_Nup96_1,NPC,297.3526430750134,374.3327838772827
230127_Nup96_1,NPC,213.01163410352348,376.1817743518045
230127_Nup96_1,NPC,841.1469311473329,376.2429304541425
230127_Nup96_1,NPC,1036.87247391235,378.31818549315466
230127_Nup96_1,NPC,496.7355105998819,379.7247628452872
230127_Nup96_1,NPC,522.9587596225361,383.8920496440644
230127_Nup96_1,NPC,803.9677702613023,383.86411424792897
230127_Nup96_1,NPC,145.9049552244297,384.53346089311356
230127_Nup96_1,NPC,832.4662821728704,386.9741601607056
230127_Nup96_1,NPC,945.1104968885135,386.25109510887887
230127_Nup96_1,NPC,1095.2492574895116,388.7182783213283
230127_Nup96_1,NPC,285.4457394620259,390.0336064774535
230127_Nup96_1,NPC,395.1092001637493,390.34701974026694
230127_Nup96_1,NPC,737.7092316958988,391.31172422554664
230127_Nup96_1,NPC,347.3138398581031,391.42730445457414
230127_Nup96_1,NPC,904.6116726234593,391.8935436789024
230127_Nup96_1,NPC,531.5200257457416,391.7949128723053
230127_Nup96_1,NPC,556.654198524,394.4950293161271
230127_Nup96_1,NPC,179.0366152017225,396.4954302831264
230127_Nup96_1,NPC,980.8072276379681,397.5540065929395
230127_Nup96_1,NPC,1040.072623629418,396.1647173084998
230127_Nup96_1,NPC,81.30162576573443,398.39131640710053
230127_Nup96_1,NPC,195.37902484652358,399.92613789787373
230127_Nup96_1,NPC,472.4021236751351,400.03533403751965
230127_Nup96_1,NPC,1137.114918865397,401.20189154587877
230127_Nup96_1,NPC,500.77250590748497,400.63809070181765
230127_Nup96_1,NPC,122.40231663014168,403.91236938202337
230127_Nup96_1,NPC,1088.305094753879,402.94909242490155
230127_Nup96_1,NPC,1054.1383501957002,405.8493482501117
230127_Nup96_1,NPC,978.0692079131746,408.73838297314336
230127_Nup96_1,NPC,52.26234653204897,409.13645707502644
230127_Nup96_1,NPC,910.3124007451238,409.01837430513683
230127_Nup96_1,NPC,952.9369959026841,409.2790623167922
230127_Nup96_1,NPC,992.7437896822212,410.3323848957581
230127_Nup96_1,NPC,803.2680088225338,410.91063411306607
230127_Nup96_1,NPC,55.924042481314146,412.8565977295284
230127_Nup96_1,NPC,852.4131385784594,411.88390496073
230127_Nup96_1,NPC,1135.9562314727375,411.8942144551764
230127_Nup96_1,NPC,769.145768088979,413.83252146572846
230127_Nup96_1,NPC,559.73294688322,414.8399131325648
230127_Nup96_1,NPC,94.31888591684414,417.32725694300615
230127_Nup96_1,NPC,197.82207263030554,417.37153640458445
230127_Nup96_1,NPC,475.69442581294385,416.61037058621645
230127_Nup96_1,NPC,286.32732147060904,419.5002894643943
230127_Nup96_1,NPC,253.6757542047956,420.0010617065761
230127_Nup96_1,NPC,492.6522499457489,418.2636063715276
230127_Nup96_1,NPC,907.0204434579679,421.58839602675306
230127_Nup96_1,NPC,979.6505861003245,420.10510978356064
230127_Nup96_1,NPC,895.6441362594353,422.34132368967016
230127_Nup96_1,NPC,807.825485135876,424.34623202967475
230127_Nup96_1,NPC,1182.4466015719447,424.4383341496377
230127_Nup96_1,NPC,517.3733349402506,425.4892711223576
230127_Nup96_1,NPC,1001.9837317666469,428.211006184427
230127_Nup96_1,NPC,757.2464400899244,428.0504040772082
230127_Nup96_1,NPC,233.2395438800172,429.47450123088896
230127_Nup96_1,NPC,535.8847303964928,432.17237764071103
230127_Nup96_1,NPC,1083.5675627902922,431.4358556836223
230127_Nup96_1,NPC,794.233207769673,434.9773898550201
230127_Nup96_1,NPC,882.2772958311006,434.24246360808604
230127_Nup96_1,NPC,251.62102918616952,435.794205636737
230127_Nup96_1,NPC,284.69546809403056,438.9823617387259
230127_Nup96_1,NPC,970.9962473660231,440.2366053050716
230127_Nup96_1,NPC,1001.6166835085429,440.9202259482493
230127_Nup96_1,NPC,1121.5816320485683,440.1692418658313
230127_Nup96_1,PI,1022.9073479770811,434.0130178413242
230127_Nup96_1,NPC,951.1028158116922,441.57345181450637
230127_Nup96_1,NPC,579.6468269145415,442.64475574188185
230127_Nup96_1,NPC,325.10536183429673,444.1788049662036
230127_Nup96_1,NPC,126.59174291778541,445.6660506353909
230127_Nup96_1,NPC,853.2614698671024,445.5499104242081
230127_Nup96_1,NPC,806.7963964094066,449.96809874004884
230127_Nup96_1,NPC,899.9662238022208,449.1934179383909
230127_Nup96_1,NPC,1073.675346282353,449.24522894598283
230127_Nup96_1,NPC,472.0811162319668,451.3477386768879
230127_Nup96_1,NPC,566.9578417292988,450.72268706961194
230127_Nup96_1,NPC,162.2913496753224,454.3043973945483
230127_Nup96_1,NPC,146.50974623567487,454.31860585361096
230127_Nup96_1,NPC,572.7475053801746,454.2530775063504
230127_Nup96_1,NPC,513.4835645313373,456.46807591834937
230127_Nup96_1,NPC,304.67788757472505,456.51583273640153
230127_Nup96_1,NPC,1003.930599475353,456.1264128272638
230127_Nup96_1,NPC,281.9466413956776,458.6907520799178
230127_Nup96_1,NPC,81.55368043614865,460.28246327551466
230127_Nup96_1,NPC,222.3190900848886,459.3050729469153
230127_Nup96_1,NPC,893.3109079762685,459.74535229383594
230127_Nup96_1,NPC,322.72604384278685,464.6608197189355
230127_Nup96_1,NPC,793.8334191909591,464.41999148035217
230127_Nup96_1,NPC,515.2863393016253,466.6808227996317
230127_Nup96_1,NPC,303.66478651332864,468.1861805247302
230127_Nup96_1,NPC,1028.4214162928834,469.9404340484639
230127_Nup96_1,NPC,1209.973073216509,469.01450486568984
230127_Nup96_1,NPC,1166.5456438835795,470.09413870322265
230127_Nup96_1,NPC,162.7934331264122,470.75913155557924
230127_Nup96_1,NPC,327.7869616649206,471.7442604963291
230127_Nup96_1,NPC,48.99284298277663,475.76040200891913
230127_Nup96_1,NPC,721.690534553413,475.97065193693527
230127_Nup96_1,NPC,176.12998775754835,477.47576403966076
230127_Nup96_1,NPC,871.6272020021447,478.41887513709736
230127_Nup96_1,NPC,1041.2043345734446,479.058514369645
230127_Nup96_1,NPC,38.410074271439925,481.11404746661424
230127_Nup96_1,NPC,1231.6300042574076,481.18778468574556
230127_Nup96_1,NPC,98.75573663586532,481.93469502865827
230127_Nup96_1,NPC,264.6995697611412,481.7745476924382
230127_Nup96_1,NPC,696.2088046119251,481.60252831800983
230127_Nup96_1,NPC,1164.471491705238,481.451223129586
230127_Nup96_1,NPC,341.218671133874,482.29519979891245
230127_Nup96_1,NPC,1001.2264773089375,483.39530910092793
230127_Nup96_1,NPC,281.47114234859595,484.0379104228482
230127_Nup96_1,NPC,367.6658338886855,483.9894680833426
230127_Nup96_1,NPC,1193.4978524780418,482.4407641734163
230127_Nup96_1,NPC,79.12339890025838,485.48845582202125
230127_Nup96_1,NPC,1066.859664922283,486.0172205499081
230127_Nup96_1,NPC,88.79532670300384,486.7534548643928
230127_Nup96_1,NPC,847.9117656837974,488.56210149205725
230127_Nup96_1,NPC,154.85510987059317,489.91676149654256
230127_Nup96_1,NPC,569.4431295637964,489.92400948276656
230127_Nup96_1,NPC,919.4167008386553,492.9210458177143
230127_Nup96_1,NPC,241.20362766882727,494.4442831390587
230127_Nup96_1,NPC,1052.1467637113556,493.75614319893396
230127_Nup96_1,NPC,503.09618678803173,495.0037972435534
230127_Nup96_1,NPC,1147.829358694224,495.9328927430624
230127_Nup96_1,NPC,1213.021265044207,496.8089527761369
230127_Nup96_1,NPC,1242.7998217763934,498.3834556113476
230127_Nup96_1,NPC,194.97184945669738,498.66407874750917
230127_Nup96_1,NPC,446.11860326184836,498.8339816491756
230127_Nup96_1,NPC,550.9830563570669,500.846992182878
230127_Nup96_1,NPC,255.08046072061978,501.4876242442984
230127_Nup96_1,NPC,473.30097755752746,500.6718131887353
230127_Nup96_1,NPC,752.1769920780029,500.81204398997795
230127_Nup96_1,NPC,100.71721701849194,502.91656599934004
230127_Nup96_1,NPC,402.81641517120636,501.72749016082435
230127_Nup96_1,NPC,1194.2365229175857,501.5204328734391
230127_Nup96_1,NPC,345.3152974844883,502.2846505983889
230127_Nup96_1,NPC,870.6900915427407,502.7788304743762
230127_Nup96_1,NPC,1062.4489327973185,503.3451357052532
230127_Nup96_1,NPC,701.3076492327348,503.70336365500594
230127_Nup96_1,NPC,741.1204487323952,505.00306561614127
230127_Nup96_1,NPC,762.739299740639,504.78649182814394
230127_Nup96_1,PI,834.663280251359,504.00914642750797
230127_Nup96_1,NPC,392.6276709872662,508.8768861855244
230127_Nup96_1,NPC,1161.5855669466425,509.22969057194945
230127_Nup96_1,PI,679.0989411176321,506.1646118170255
230127_Nup96_1,NPC,544.2920719355753,509.21632063115175
230127_Nup96_1,NPC,321.38107719502943,511.8192552062292
230127_Nup96_1,NPC,1183.6551476177099,512.9886616112427
230127_Nup96_1,NPC,878.4295939477545,514.3518694238478
230127_Nup96_1,NPC,292.04002482409226,514.6521253413007
230127_Nup96_1,NPC,1093.8865791487995,518.0590065108177
230127_Nup96_1,NPC,853.3894105042543,518.1182859853307
230127_Nup96_1,NPC,888.0705715451619,518.1952188354146
230127_Nup96_1,NPC,1199.620729417879,517.8886102701222
230127_Nup96_1,NPC,524.8204905416612,519.9221124893048
230127_Nup96_1,NPC,786.4748311251504,521.6848000144668
230127_Nup96_1,NPC,1103.0838912344227,524.2030548012041
230127_Nup96_1,NPC,398.7556557380312,526.1850690565975
230127_Nup96_1,NPC,517.6582245568052,524.8902775491384
230127_Nup96_1,NPC,539.414451341616,524.4129077968485
230127_Nup96_1,NPC,1014.5175833096231,525.6141478659329
230127_Nup96_1,NPC,884.0489707864848,529.2014794134868
230127_Nup96_1,NPC,405.2209059791408,530.0318865427065
230127_Nup96_1,NPC,705.653823399583,531.4768167312402
230127_Nup96_1,NPC,1153.2631096618445,532.4690341825277
230127_Nup96_1,NPC,748.0825968457215,537.2720433576761
230127_Nup96_1,PI,1055.476506523616,527.3076587892436
230127_Nup96_1,NPC,1226.6439699411035,536.9064139637037
230127_Nup96_1,NPC,457.1591220745167,536.9169370589292
230127_Nup96_1,NPC,148.37428439003085,539.8503204323869
230127_Nup96_1,NPC,1100.3701459303143,539.2745430935602
230127_Nup96_1,NPC,268.9640360855951,540.2939328741127
230127_Nup96_1,NPC,484.6128961906983,544.1956651801938
230127_Nup96_1,NPC,387.58684781901786,546.4092913923815
230127_Nup96_1,NPC,535.990858532577,544.4400732647457
230127_Nup96_1,NPC,312.14757742590234,546.8996653352806
230127_Nup96_1,NPC,751.9435186665469,547.6600649642744
230127_Nup96_1,NPC,251.54200890505692,552.2480094482296
230127_Nup96_1,NPC,649.110685018199,550.9155763782877
230127_Nup96_1,NPC,195.1993448411002,554.6831075458052
230127_Nup96_1,NPC,451.84245764614263,554.1731066168342
230127_Nup96_1,NPC,1105.6535136921566,556.1146472462797
230127_Nup96_1,NPC,109.22087552614572,555.0631798990543
230127_Nup96_1,NPC,637.1992526170332,558.4233628468472
230127_Nup96_1,NPC,375.4516286266033,559.755239660627
230127_Nup96_1,NPC,394.3012319884211,558.3490707004329
230127_Nup96_1,NPC,797.5517310595402,559.6297403652039
230127_Nup96_1,NPC,748.1674546304922,559.7708077315102
230127_Nup96_1,NPC,243.9351432421027,561.2790518708216
230127_Nup96_1,NPC,298.13932609139925,562.6949814184916
230127_Nup96_1,NPC,337.0420166473859,562.8381324238202
230127_Nup96_1,NPC,565.9966948063519,562.6978763530453
230127_Nup96_1,NPC,1022.605245578355,563.1272489445954
230127_Nup96_1,NPC,115.84865272923392,567.3263698760401
230127_Nup96_1,NPC,123.7067735002491,567.9808237766283
230127_Nup96_1,NPC,1205.1752963835738,569.0387000165882
230127_Nup96_1,NPC,356.76751731147993,568.431832940938
230127_Nup96_1,NPC,423.66791115087267,570.177956218079
230127_Nup96_1,NPC,493.45452390082613,569.5441655252577
230127_Nup96_1,NPC,209.8984708476846,570.2852768606049
230127_Nup96_1,NPC,267.85927581930025,573.6550246374338
230127_Nup96_1,NPC,317.7768055718237,576.3397828402981
230127_Nup96_1,NPC,485.9382849252447,577.1877754532261
230127_Nup96_1,NPC,525.4164051283611,577.8108871424047
230127_Nup96_1,NPC,1222.7899975883122,575.6551411698126
230127_Nup96_1,NPC,1209.4355284310031,578.2846685596907
230127_Nup96_1,NPC,144.0045347085828,580.5930486466029
230127_Nup96_1,NPC,1003.2340773255278,580.2521684573254
230127_Nup96_1,NPC,1203.7084174944478,580.1109738044219
230127_Nup96_1,NPC,791.076818228109,582.7586823291525
230127_Nup96_1,NPC,177.83903756938122,584.0673995483232
230127_Nup96_1,NPC,1043.3432194418192,584.3775535435417
230127_Nup96_1,PI,715.4235314636868,583.7835410263679
230127_Nup96_1,NPC,659.8702126341323,584.4464270038537
